10/12/19 12:47:38|FF62_demo_sensor.txt|||2|87|0|0|290
10/12/19 12:48:38||||||0|0|1145
10/12/19 12:49:38||||||0|0|1572
10/12/19 12:50:38||||||0|0|1786
10/12/19 12:51:38||||||0|0|1893
10/12/19 12:52:38||||||0|0|1946
10/12/19 12:53:38||||||0|0|1973
10/12/19 12:54:38||||||0|0|1986
10/12/19 12:55:38||||||0|0|1993
10/12/19 12:56:38||||||0|0|1996
10/12/19 12:57:38||||||0|0|1998
10/12/19 12:58:38||||||0|0|1999
10/12/19 12:59:38||||||0|0|1999
10/12/19 13:00:38||||||0|0|1999
10/12/19 13:01:38||||||0|0|1999
10/12/19 13:02:38||||||0|0|1999
10/12/19 13:03:38||||||0|0|1999
10/12/19 13:04:38||||||0|0|1999
10/12/19 13:05:38||||||0|0|1999
10/12/19 13:06:38||||||0|0|1999
10/12/19 13:07:38||||||0|0|1999
10/12/19 13:08:38||||||0|0|1999
10/12/19 13:09:38||||||0|0|1999
10/12/19 13:10:38||||||0|0|1999
10/12/19 13:11:38||||||0|0|1999
10/12/19 13:12:38||||||0|0|1999
10/12/19 13:13:38||||||0|0|1999
10/12/19 13:14:38||||||0|0|1999
10/12/19 13:15:38||||||0|0|1999
10/12/19 13:16:38||||||0|0|1999
10/12/19 13:17:38||||||0|0|1999
10/12/19 13:18:38||||||0|0|1999
10/12/19 13:19:38||||||0|0|1999
10/12/19 13:20:38||||||0|0|1999
10/12/19 13:21:38||||||0|0|1999
10/12/19 13:22:38||||||0|0|1999
10/12/19 13:23:38||||||0|0|1999
10/12/19 13:24:38||||||0|0|1999
10/12/19 13:25:38||||||0|0|1999
10/12/19 13:26:38||||||0|0|1999
10/12/19 13:27:38||||||0|0|1999
10/12/19 13:28:38||||||0|0|1999
10/12/19 13:29:38||||||0|0|1999
10/12/19 13:30:38||||||0|0|1999
10/12/19 13:31:38||||||0|0|1999
10/12/19 13:32:38||||||0|0|1999
10/12/19 13:33:38||||||0|0|1999
10/12/19 13:34:38||||||0|0|1999
10/12/19 13:35:38||||||0|0|1999
10/12/19 13:36:38||||||0|0|1999
10/12/19 13:37:38||||||0|0|1999
10/12/19 13:38:38||||||0|0|1999
10/12/19 13:39:38||||||0|0|1999
10/12/19 13:40:38||||||0|0|1999
10/12/19 13:41:38||||||0|0|1999
10/12/19 13:42:38||||||0|0|1999
10/12/19 13:43:38||||||0|0|1999
10/12/19 13:44:38||||||0|0|1999
10/12/19 13:45:38||||||0|0|1999
10/12/19 13:46:38||||||0|0|1999
10/12/19 13:47:38||||||0|0|1999
10/12/19 13:48:38||||||0|0|1999
10/12/19 13:49:38||||||0|0|1999
10/12/19 13:50:38||||||0|0|1999
10/12/19 13:51:38||||||0|0|1999
10/12/19 13:52:38||||||0|0|1999
10/12/19 13:53:38||||||0|0|1999
10/12/19 13:54:38||||||0|0|1999
10/12/19 13:55:38||||||0|0|1999
10/12/19 13:56:38||||||0|0|1999
10/12/19 13:57:38||||||0|0|1999
10/12/19 13:58:38||||||0|0|1999
10/12/19 13:59:38||||||0|0|1999
10/12/19 14:00:38||||||0|0|1999
10/12/19 14:01:38||||||0|0|1999
10/12/19 14:02:38||||||0|0|1999
10/12/19 14:03:38||||||0|0|1999
10/12/19 14:04:38||||||0|0|1999
10/12/19 14:05:38||||||0|0|1999
10/12/19 14:06:38||||||0|0|1999
10/12/19 14:07:38||||||0|0|1999
10/12/19 14:08:38||||||0|0|1999
10/12/19 14:09:38||||||0|0|1999
10/12/19 14:10:38||||||0|0|1999
10/12/19 14:11:38||||||0|0|1999
10/12/19 14:12:38||||||0|0|1999
10/12/19 14:13:38||||||0|0|1999
10/12/19 14:14:38||||||0|0|1999
10/12/19 14:15:38||||||0|0|1999
10/12/19 14:16:38||||||0|0|1999
10/12/19 14:17:38||||||0|0|1999
10/12/19 14:18:38||||||0|0|1999
10/12/19 14:19:38||||||0|0|1999
10/12/19 14:20:38||||||0|0|1999
10/12/19 14:21:38||||||0|0|1999
10/12/19 14:22:38||||||0|0|1999
10/12/19 14:23:38||||||0|0|1999
10/12/19 14:24:38||||||0|0|1999
10/12/19 14:25:38||||||0|0|1999
10/12/19 14:26:38||||||0|0|1999
10/12/19 14:27:38||||||0|0|1999
10/12/19 14:28:38||||||0|0|1999
10/12/19 14:29:38||||||0|0|1999
10/12/19 14:30:38||||||0|0|1999
10/12/19 14:31:38||||||0|0|1999
10/12/19 14:32:38||||||0|0|1999
10/12/19 14:33:38||||||0|0|1999
10/12/19 14:34:38||||||0|0|1999
10/12/19 14:35:38||||||0|0|1999
10/12/19 14:36:38||||||0|0|1999
10/12/19 14:37:38||||||0|0|1999
10/12/19 14:38:38||||||0|0|1999
10/12/19 14:39:38||||||0|0|1999
10/12/19 14:40:38||||||0|0|1999
10/12/19 14:41:38||||||0|0|1999
10/12/19 14:42:38||||||0|0|1999
10/12/19 14:43:38||||||0|0|1999
10/12/19 14:44:38||||||0|0|1999
10/12/19 14:45:38||||||0|0|1999
10/12/19 14:46:38||||||0|0|1999
10/12/19 14:47:38||||||0|0|1999
10/12/19 14:48:38||||||0|0|1999
10/12/19 14:49:38||||||0|0|1999
10/12/19 14:50:38||||||0|0|1999
10/12/19 14:51:38||||||0|0|1999
10/12/19 14:52:38||||||0|0|1999
10/12/19 14:53:38||||||0|0|1999
10/12/19 14:54:38||||||0|0|1999
10/12/19 14:55:38||||||0|0|1999
10/12/19 14:56:38||||||0|0|1999
10/12/19 14:57:38||||||0|0|1999
10/12/19 14:58:38||||||0|0|1999
10/12/19 14:59:38||||||0|0|1999
10/12/19 15:00:38||||||0|0|1999
10/12/19 15:01:38||||||0|0|1999
10/12/19 15:02:38||||||0|0|1999
10/12/19 15:03:38||||||0|0|1999
10/12/19 15:04:38||||||0|0|1999
10/12/19 15:05:38||||||0|0|1999
10/12/19 15:06:38||||||0|0|1999
10/12/19 15:07:38||||||0|0|1999
10/12/19 15:08:38||||||0|0|1999
10/12/19 15:09:38||||||0|0|1999
